ID	Ion_mode	Q1	Q3	RT	Compound_name	Class_I	Class_II	Disease1	Disease2	Disease3	Disease4	Disease5	Disease6	Disease7	Disease8	Disease9	Disease10	Disease11	Disease12	Disease13	Disease14	Disease15	Disease16	Disease17	Disease18	Disease19	Disease20	Disease21	Disease22	Disease23	Disease24	Disease25	Disease26	Disease27	Disease28	Disease29	Disease30	Disease31	Disease32	Disease33	Disease34	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28	Control29	Control30	Control31	Control32	Control33	Control34
EPT0033	Negative	145.05063	-	-	Adipic Acid	Organic acids	Organic acids	1323349.067	2320649.094	1502662.107	1662488.808	1968013.575	1765592.238	2442713.142	2176011.711	1886889.066	2079099.183	1922238.176	1956688.022	1538342.329	1767796.928	1702741.668	2875578.945	1175840.282	1203104.318	2199858.101	1687807.788	1843667.044	1595463.625	1682095.939	2647927.881	1153551.151	1712479.904	2415708.112	1609620.839	1573230.098	1560030.318	1922339.261	2687267.388	1789004.953	1298384.383	2660815.808	2263493.268	1968455.144	820516.733	1419539.399	1514812.439	1569223.339	2046579.184	1468051.953	2324072.537	1703883.338	1492550.32	972214.666	2527923.807	1320361.017	1633878.484	1505549.235	1979741.671	1804240.062	1902284.166	1267269.832	1851621.08	2561520.783	1612790.813	1556633.779	2527053.8	1138548.485	1441491.942	2883853.068	1879353.59	1729351.131	1295417.214	2119727.645	2065561.712
EPT0034	Negative	145.05063	-	-	2-Methylglutaric acid	Organic acids	Organic acids	1286544.204	2087565.042	1316388.184	1620221.036	1932687.676	1688580.859	2393876.326	2087124.892	1718724.784	2079420.416	1694301.214	1876114.594	1449754.003	1811213.324	1525859.876	2833556.823	1197063.849	1222784.747	2221102.013	1604842.219	1662595.864	1472024.957	1530318.496	2327404.07	1062059.852	1588871.883	2531602.73	1452902.582	1566938.239	1339011.349	1862155.516	2473219.628	1751191.194	1123756.053	2626695.167	1918702.494	2053796.964	764356.18	1335237.304	1488356.88	1420020.072	2093686.855	1575945.539	2158531.001	1629004.553	1367792.771	846409.301	2352295.956	1543980.023	1525691.948	1652209.951	1906040.611	1652405.767	1814282.395	1363863.676	1896220.575	2458964.425	1595035.964	1597664.643	2397593.957	1061350.646	1389694.112	2675735.774	1787143.53	1689448.302	1315899.615	1966792.965	1810983.2
EPT0035	Negative	145.0619	-	-	"2,2-Dimethylsuccinic acid"	Organic acids	Organic acids	243100.515	141386.698	845937.019	551266.635	286075.298	527431.205	336904.745	616242.622	188363.287	840137.08	521518.3	168218.794	230451.528	262135.589	204527.245	145151.909	536157.304	153086.959	681407.574	1521551.065	658416.838	617511.276	867655.399	739293.989	577630.077	195185.705	433527.193	262125.055	497503.096	1399668.427	580171.989	350653.548	827145.907	142375.095	293971.314	177383.212	241858.109	69168.856	661427.002	372355.655	1600283.492	311199.473	870862.27	921111.085	252159.454	1106148.069	389896.162	431260.622	299672.713	379935.183	550844.824	1084535.48	716923.378	752009.818	542012.983	371177.601	413709.597	337853.559	331213.129	292866.008	1717607.824	892704.88	260294.891	1266594.586	173976.145	598767.566	505390.89	560856.794
EPT0036	Negative	147.0294	-	-	2-Dehydro-3-deoxy-L-arabinonate	Others	Others	633522.483	830122.112	652848.567	443862.574	503756.441	568617.379	794993.153	544561.687	755443.908	875042.693	633364.217	643535.143	497669.065	743130.377	651295.104	765217.863	447566.944	850621.8	1013826.48	833493.386	767022.398	885249.252	1180677.811	839453.484	618435.184	1063330.765	615103.806	948032.523	739316.652	926702.975	626384.023	733917.42	623743.324	884731.81	1557764.329	900268.905	688045.837	506481.979	844788.681	421195.07	878342.325	1043473.323	536351.573	824900.846	1210310.825	813532.613	841049.818	887063.453	989015.348	995569.047	643495.691	869522.753	767303.229	877715.284	614731.313	919799.462	849538.885	823082.022	855889.386	701622.478	421695.814	663750.322	845991.237	838435.647	604775.1	772483.872	671670.951	715857.825
EPT0037	Negative	147.0296	-	-	"D-Arabinono-1,4-lactone"	Others	Saccharides and Alcohols	587435.388	693746.509	984583.5	366378.204	472323.538	627490.229	630171.646	410679.791	436497.117	613201.04	390432.91	420346.051	478700.598	721814.407	379712.375	245290.873	520550.666	480121.635	739512.369	691360.557	553698.954	642124.168	887875.724	731325.966	687600.415	844924.956	567525.911	642150.434	627412.085	496803.347	657939.163	535301.049	598414.933	542094.699	704587.404	383534.766	403156.238	613013.787	705124.804	343462.142	580766.197	1011139.154	639348.459	642217.587	694894.801	567827.526	634478.315	642450.396	1068171.374	662544.64	645051.71	796370.493	567210.495	753378.814	627079.81	696169.463	775867.49	593062.19	616426.945	812872.034	737980.942	596863.071	497409.124	652719.706	399789.868	896061.793	643552.393	759126.016
EPT0038	Negative	147.0298	-	-	2-Hydroxyglutaric Acid	Organic acids	Organic acids	939109.235	1151172.349	1087205.082	609599.411	765064.425	862656.936	1075315.905	559599.1	1043469.531	1371700.504	988483.308	826929.54	715733.576	919568.635	943781.625	1010570.161	572849.261	1215159.131	1295165.179	1134691.964	1026783.202	1299937.363	1734077.078	1159169.277	920933.788	1432659.195	810848.827	1355107.909	950817.822	1256179.241	911435.572	881705.363	903401.216	1131681.968	1108907.402	1235645.926	984191.794	737567.492	1397905.609	512263.011	1270483.513	1089434.682	897918.52	926408.603	1563088.107	1135435.31	1185097.259	1430815.072	1427277.107	1541883.971	1010363.682	1189987.121	1029843.047	1257626.55	865183.572	1157681.802	1210365.284	1157250.784	1059418.42	966630.025	634142.546	784901.614	1195381.029	1103379.018	823927.656	868877.155	843121.341	932725.247
EPT0039	Negative	147.0298969	-	-	L-Citramalic acid	Organic acids	Organic acids	778722.15	999853.009	967829.087	537434.832	640870.819	796725.396	944871.437	527634.704	926393.891	1317705.449	873306.199	784277.29	696113.029	820867.367	779724.887	989698.218	565496.806	1087658.144	1168171.365	1019584.365	821367.505	1130432.675	1613704.128	1049851.927	880527.875	1306694.599	717825.594	1128526.562	865784.643	1104616.327	754867.549	816434.535	866701.669	1192128.955	989676.839	1115105.417	986098.793	636386.419	1160033.498	454643.379	1135492.966	979329.07	729111.269	826917.335	1468731.295	904107.727	1083374.442	1203115.504	1243763.948	1283212.406	951456.485	1060430.029	1016177.483	1083797.988	726516.706	1083365.501	1040082.062	960717.89	1030385.158	913360.406	519383.327	681633.551	1149087.387	985665.779	771034.934	770255.684	814678.99	850122.473
EPT0040	Negative	147.0299	-	-	3-Hydroxyglutaric acid	Organic acids	Organic acids	423581.558	600389.469	268581.669	277098.939	426972.677	372207.659	593570.78	327574.963	467389.393	514547.028	416752.049	504961.062	364166.342	507541.298	417577.512	437664.41	319083.827	511514.851	695314.961	594364.815	338028.897	498750.568	776164.437	455577.153	408941.854	675932.19	416453.707	546853.725	566495.882	624957.431	390011.598	444169.633	394168.448	449205.419	692185.806	507297.611	423256.699	242338.798	518926.582	316211.404	557975.375	652667.231	374619.31	440141.975	613191.284	470232.539	531851.675	584675.416	491622.608	502226.591	485086.835	551574.888	502727.853	676091.241	406472.983	561296.664	525831.125	348388.202	346610.519	482553.492	359766.238	382274.005	518674.943	343618.887	344143.71	326379.061	304739.688	434191.198
EPT0041	Negative	147.06629	-	-	Mevalonic acid	Organic acids	Organic acids	3902753.343	4890880.528	6001449.837	1959893.577	2903500.453	4095386.232	3527328.115	2511040.183	2752512.8	3509020.558	2382563.299	2329366.688	3109152.725	4025539.732	3153738.101	1756213.724	2985691.326	2901586.975	5146080.644	3955035.392	3189201.262	3533690.166	6541915.422	4716386.674	4877535.222	5290579.885	3463686.248	5495440.84	3355687.146	2835647.986	4383569.299	3627786.478	3780662.826	3018870.154	4977794.973	2925385.691	2962833.892	3153094.06	4947358.092	1936161.657	3563369.02	5646457.063	4330756.598	3577849.534	5119435.655	3330976.063	4029615.985	3846881.22	6359385.349	3991835.437	4193904.451	4432905.16	3907701.232	5294414.059	3541375.679	4795267.276	5157873.86	3701120.379	4324470.509	5007968.231	3780354.411	3659875.869	3775890.887	4401780.451	2193338.334	5050442.433	3566953.622	5470490.445
EPT0042	Negative	149.0608	-	-	Benzyl acetate	Organic acids	Organic acids	3387714.401	1978274.651	1082602.291	2981539.51	2941378.098	304048.311	771639.455	1023168.231	1218729.653	2212796.342	762483.189	4413926.469	927871.301	423871.989	4026874.955	4676454.743	957662.661	4312892.035	228681.541	449847.091	1285704.522	696323.782	10684859.63	684280.27	1141980.254	175620.436	2167883.826	1863923.894	991243.346	1040279.389	1382165.202	4835647.749	514809.225	1112699.794	4346797.908	2415116.877	3541175.49	1942396.833	695961.412	1002219.154	1582151.38	327272.501	921692.02	4692027.299	6114070.224	621897.335	874725.749	1963783.029	1708229.684	3372325.994	929525.816	961260.91	1262867.092	3433627.512	6650535.723	5950083.02	475318.751	4986397.293	181798.938	682916.719	586585.665	1070157.606	2250443.571	3424673.509	858130.049	990445.067	4463762.337	4260921.573
EPT0043	Negative	151.02616	-	-	Xanthine	Nucleotides and derivatives	Nucleotides and derivatives	793378.218	536177.693	1008515.173	731375.973	1643361.345	779879.77	729623.247	619766.135	539500.15	604729.579	512259.441	454792.715	514317.218	828069.398	1295966.552	513308.161	1129049.906	578740.766	565483.847	1206816.453	1083129.838	791345.685	1110985.543	273895.275	1310888.089	660150.821	912210.826	478342.76	407492.975	595988.703	701296.511	994798.052	1163754.849	317950.025	903235.38	431010.329	570476.072	362972.099	410984.293	660851.329	415963.508	929770.383	1023135.845	1006223.147	323683.179	694480.271	529388.427	415567.513	621845.26	580664.749	436941.131	841382.696	677399.857	619902.265	298013.22	1075818.66	930204.532	452379.3	618439.67	773289.829	680670.158	948821.538	840834.287	1765820.239	532693.699	834775.299	663214.967	1239518.341
EPT0044	Negative	151.04007	-	-	Vanillin	Phenolic acids	Phenolic acids	50375540.18	65827438.22	51796084.03	45992892.04	95248471.17	62427016.76	48477915.87	49067382.82	29985966.39	40193652.79	49324638.63	69273778.41	38688280.19	58742453.19	43389126.78	68385715.86	54742546.11	56309557.76	52573811.89	56802291.13	57021207.46	63006426.47	53335713.64	75696791.94	42015857.39	68371244.75	62166224.35	45523016.41	63757361.25	57523855.01	42896676.79	64986587.67	67077967.55	64344881.69	54491399.01	60569604.45	70621783.48	80132493.22	48403167.44	39899065.31	50662549.52	68868068.61	55831751.49	48644405.96	49596513.17	51721610.26	64792040.23	60845876.68	31320361.21	44808143.07	52023442.85	57479614.13	87775454.09	101525651.9	67681570.31	66162984.37	60916004.38	67622102.65	47134325.02	48458691.4	43209197	59235755.86	95189751.53	56772274.88	71292901.29	49634663.42	49712980.63	53156785.79
EPT0045	Negative	152.0342	-	-	4-Aminosalicylic acid	Phenolic acids	Phenolic acids	430260.684	1697207.057	348218.022	848170.52	2546331.485	373789.336	439161.436	317632.414	501136.984	1279492.882	621979.257	495755.892	305608.843	1691306.441	689090.6	739028.596	448663.362	397678.834	582159.693	785578.772	299650.121	299218.691	760510.191	2287085.724	233827.216	536924.264	386171.932	527684.55	809839.553	372047.62	762028.717	1303754.413	738281.052	348525.472	509051.92	2903723.323	1171685.661	1176416.386	443915.689	978412.018	510883.133	2399616.621	234009.258	198923.763	504726.12	315669.913	283227.386	443239.874	344752.328	579548.457	317000.004	333850.431	905597.432	538270.795	940469.399	407981.124	1744594.189	285917.205	1282295.992	1110477.172	280838.868	792426.791	1288523.05	319474.099	1089899.11	1046388.55	1097387.6	241170.472
EPT0046	Negative	153.01933	-	-	"2,4-Dihydroxybenzoic acid"	Phenolic acids	Phenolic acids	828034.115	1747270.054	1491578.494	1052859.811	1147564.036	1153029.963	37936.604	1289987.744	1731319.646	1671963.564	1636155.634	1822845.028	1379547.491	1214902.99	1467798.975	1356116.052	1011731.17	1271119.089	1402460.647	1150616.326	1201869.563	964507.945	1495361.377	1332077.908	879174.303	858274.421	1610900.598	1159199.895	1314848.778	1116602.001	1202060.539	1542405.574	1035447.168	1487204.999	1500486.772	1033174.862	1017237.699	1915295.631	1163945.718	1166792.107	1338152.536	1109693.29	1154097.721	1618111.349	869840.88	1033005.778	975204.116	1067731.852	1165745.53	907591.625	1311435.674	1156098.603	993242.482	1020292.385	1302530.499	1522378.548	883428.932	1202816.432	1050672.807	1396580.49	1226827.853	1026882.519	1965528.164	1556500.973	1845055.375	1062632.304	1419665.736	962778.354
EPT0047	Negative	153.01933	-	-	"2,3-Dihydroxybenzoic Acid"	Phenolic acids	Phenolic acids	909910.49	1861587.44	1280880.978	1077955.584	1734063.85	1568454.346	15671.74	1013254.236	1325674.366	1427938.624	1342967.643	1378783.268	1215862.103	1004534.888	1160702.121	1252256.226	798182.406	1555965.378	1189931.016	1302096.377	1821150.532	1174146.538	1240334.825	1483466.54	1059525.04	963017.794	1658142.969	1207341.818	1528978.146	1506473.042	1177606.502	1540602.317	825135.942	1132916.573	1645425.916	732777.546	1212428.393	1853134.094	1274222.916	1504051.144	1182458.341	1102794.999	1158942.217	1431767.449	783855.117	1274122.846	1202620.038	1428011.276	1372871.543	1231812.675	1207869.701	890579.127	1267638.019	984132.882	1170903.77	1272917.357	927061.468	1234975.208	1075265.153	1032080.571	1632950.416	627499.74	1520736.41	1718484.84	1247901.049	1068429.729	1351387.69	997370.786
EPT0048	Negative	158.0823	-	-	5-Acetamidopentanoic Acid	Organic acids	Organic acids	1259484.19	643646.832	831605.002	838594.526	1086601.081	1571860.34	931273.227	962030.483	1159001.64	975433.727	1358545.012	663468.944	747645.72	1151882.44	1075081.274	647676.102	539128.659	613552.706	2463549.505	783048.741	969356.994	921801.058	660206.865	654974.389	955308.982	832096.507	620151.508	577509.052	809795.444	813256.149	625813.51	868066.966	806803.648	850096.68	1664064.407	1237666.177	1485810.852	661928.385	1450435.755	943660.211	979872.323	950382.138	716125.662	598926.636	1911479.537	726067.036	629130.36	787143.158	974934.558	1043750.716	829700.01	1102831.864	795841.492	854691.411	657361.887	652879.528	1144929.719	1120677.894	875535.596	866458.668	1001196.866	1073388.177	997668.685	863523.049	607453.165	975032.398	721369.624	1605029.238
EPT0049	Negative	159.0663	-	-	Pimelic acid	Organic acids	Organic acids	936379.683	1398588.035	2253683.551	1041878.555	1250291.847	1208681.192	2940653.72	1367761.269	821727.457	1372849.677	997629.832	696401.834	1504293.935	691786.382	902357.047	768764.119	803013.189	838190.48	1439028.415	540199.274	1152073.688	1361444.688	784874.894	634895.514	1328884.708	2379224.685	1147177.401	962163.108	1159347.758	2704676.884	2210373.532	1063325.977	988420.028	1084330.31	1248012.98	567491.053	898980.473	460289.817	1597420.037	1301669.82	1009317.7	840574.487	1102035.919	950563.327	1647790.577	2581129.176	1021243.29	630130.816	1125182.569	666792.907	906238.355	1005524.885	853288.748	1721270.418	448144.14	850884.525	997797.612	1047064.432	855279.743	1022185.007	866735.805	746689.038	1338615.925	2014030.298	546044.401	952316.194	901858.498	1457088.294
EPT0050	Negative	159.0663	-	-	2-Propylsuccinic acid	Organic acids	Organic acids	985070.872	1478173.269	2300594.863	1010152.437	1115054.716	1107584.316	2893644.937	1350812.804	822373.385	1433724.342	1062089.045	688781.272	1482451.631	706684.346	926873.931	756808.98	789262.71	796750.936	1457579.012	508406.48	1059835.831	1429634.462	702694.871	692336.983	1255453.434	2478189.488	1179946.167	1035786.199	1054344.304	2819112.418	2252438.28	1143471.325	1153439.561	1005191.999	1438491.788	630549.711	882894.151	508772.381	1400846.27	1257307.547	1036807.314	782033.775	1042676.57	877227.739	1568373.603	2521987.268	987539.83	649517.033	1123200.814	712807.628	947870.565	937178.722	883764.749	1781453.674	505469.496	892438.912	974518.619	1041647.135	848493.397	882791.188	786200.474	863360.909	1314012.671	2013054.858	478708.044	890935.896	828693.582	1605925.129
EPT0051	Negative	160.0404	-	-	Indole-3-carboxylic acid	Alkaloids	Plumerane	204195.063	223840.429	370878.235	250099.19	717549.576	351995.06	1241094.387	317336.983	109902.551	341489.487	482449.44	202636.049	186802.359	285689.892	232998.408	204070.142	265457.199	191249.884	274420.119	227248.071	173342.999	522691.348	86711.288	751344.866	217458.263	322903.135	165382.923	161405.286	503406.934	407650.636	209577.408	242170.584	207987.332	191072.189	459405.605	181621.409	213761.599	239482.034	175154.166	183919.668	402690.734	388270.286	175733.361	201900.704	192151.26	221248.127	181869.852	152289.819	151310.877	151355.437	190466.624	291859.227	411678.919	387715.033	209355.804	386124.708	618172.713	212571.442	395085.954	462082.806	288240.165	196393.257	467925.073	248080.085	178729.086	200072.384	229542.87	261436.286
EPT0052	Negative	160.04041	-	-	Indole-5-carboxylic acid	Alkaloids	Plumerane	145955.953	159575.759	261683.868	291353.669	575976.58	260563.396	1029606.864	240645.465	106952.679	237073.574	334704.829	191081.737	137154.431	276678.908	169377.686	140712.441	207343.396	130311.56	235581.159	141709.845	133800.296	358140.757	97089.038	577607.988	188333.946	263281.24	132194.534	140148.752	362202.363	279497.884	128665.356	151191.865	152480.613	129136.316	331880.641	107321.274	187040.063	162230.712	133631.497	162045.933	287104.356	343285.304	146064.843	173210.535	143596.335	182780.004	140597.43	186119.109	84578.82	131775.844	176667.688	215982.221	283732.112	289007.703	120325.476	267043.295	470431.64	159737.237	321971.392	333468.626	143769.694	150267.981	326850.052	184368.275	145076.989	159092.743	153058.684	189756.22
EPT0053	Negative	161.0247	-	-	7-Hydroxycoumarin	Lignans and Coumarins	Coumarins	646746.258	949283.895	554088.338	396146.494	123983.88	688139.138	181662.7	737337.427	479368.94	4075422.738	664901.819	1467845.401	539661.344	723381.982	1215394.674	181905.657	379353.992	279508.871	120538.581	248313.208	1615115.977	305498.137	172773.536	218114.716	261275.197	437369.837	503880.051	125681.433	767965.133	1132857.47	5618714.79	375164.134	458317.021	3011267.585	2657248.549	717451.118	243773.827	724032.199	142150.384	657574.584	404157.505	66105.212	223960.526	272634.763	620367.669	543544.657	272941.671	243614.685	461319.999	369601.122	1232409.469	247610.055	684162.633	2827154.759	190340.413	666411.71	252642.952	1367942.878	125535.774	166243.299	238952.076	108550.81	179612.04	594917.639	120223.27	254734.066	182678.444	257017.094
